83	6	1	4	23	27	3	21	113	27	19	22	26	12	1	11	143	33	3	0	0	0	0	67	19	1	0	0	0	0	0	35	74	5	1	17	48	24	20	34	122	14	0	0	26	80	25	34	143	59	0	0	1	9	5	29	49	6	0	0	0	0	0	3	10	0	1	8	4	2	143	124	21	0	0	0	1	79	143	106	143	2	0	0	0	13	58	143	32	1	0	0	0	0	0	12	0	0	0	0	0	0	106	37	0	0	0	0	0	3	108	36	3	0	0	0	0	0	34	50	2	0	0	0	0	0	0	4	
72	7	2	8	85	21	1	12	85	16	27	31	30	14	7	24	143	14	8	2	1	1	24	142	8	0	0	0	0	0	95	60	62	3	7	34	40	10	71	53	123	7	0	0	36	85	38	51	143	39	0	0	2	7	9	65	39	4	0	0	0	0	7	10	3	0	1	1	0	5	143	73	14	1	0	0	3	81	143	82	118	5	0	0	0	7	82	143	23	1	0	0	0	0	0	12	0	0	0	0	0	0	73	14	0	0	0	0	0	1	73	21	1	0	0	0	0	0	21	25	1	0	0	0	0	0	0	2	
2	2	4	1	3	3	106	21	31	3	2	11	94	42	50	11	138	13	0	2	19	5	1	3	50	3	0	0	0	0	0	0	2	9	138	20	2	0	1	2	37	13	122	107	61	1	5	16	138	31	6	15	13	0	1	26	70	3	0	0	0	0	0	2	16	4	100	10	8	34	41	62	36	6	51	14	0	0	96	138	127	3	2	2	0	0	50	138	36	0	0	0	0	0	0	17	79	0	0	0	75	32	11	31	138	0	0	0	1	0	17	105	14	0	0	0	0	0	22	52	1	0	0	0	0	0	1	5	
2	127	76	0	0	1	4	4	0	113	72	0	0	0	0	0	0	43	20	0	0	0	0	0	0	4	1	0	0	0	0	0	17	44	24	0	4	65	64	39	7	127	118	6	35	55	9	0	79	127	55	2	2	0	0	3	29	27	1	0	0	0	0	1	19	4	3	44	34	27	11	18	54	20	10	119	127	35	3	5	127	90	6	6	7	0	0	26	60	40	5	0	0	0	0	5	1	0	1	86	81	2	0	2	44	16	2	100	67	3	16	34	78	127	26	1	0	13	24	12	5	127	59	0	0	2	2	0	
40	29	28	16	32	12	5	2	3	68	139	4	5	6	26	16	80	87	102	0	0	0	9	48	70	35	2	0	0	0	0	6	9	44	64	4	10	12	67	3	26	44	82	1	2	18	51	17	142	49	11	0	0	1	9	66	110	2	0	0	0	0	0	13	0	2	4	0	10	26	142	3	57	6	8	4	110	94	84	6	142	8	1	1	12	6	1	17	105	0	0	0	0	0	0	5	3	0	0	4	39	4	13	2	52	0	0	24	142	7	2	3	142	0	0	2	15	0	0	10	79	0	0	0	0	0	0	4	
32	34	23	10	22	2	0	0	5	89	131	6	5	3	3	8	75	111	103	0	0	0	0	24	71	45	4	0	0	0	0	4	5	36	30	6	20	16	56	3	27	42	39	2	3	16	32	12	141	43	4	0	0	1	1	49	140	4	0	0	0	0	0	15	0	1	1	0	8	45	141	2	33	6	3	2	78	111	90	5	141	9	0	0	12	10	2	18	135	0	0	0	0	0	0	7	1	1	2	4	30	7	17	1	27	0	0	22	141	14	3	1	141	0	0	3	20	1	0	10	102	0	0	0	0	0	0	4	
28	77	7	10	13	10	24	65	56	138	6	6	6	2	1	0	31	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	18	138	33	6	8	30	138	95	14	40	9	1	0	39	138	34	0	0	0	0	0	19	2	1	0	0	0	0	0	0	29	2	4	70	85	18	22	44	138	138	2	5	0	15	29	37	84	138	0	0	0	1	0	4	3	24	0	0	0	0	0	0	73	9	0	0	82	30	7	16	67	44	0	0	2	83	28	13	27	138	2	0	6	38	1	0	5	138	10	1	0	0	0	0	
0	0	3	2	24	74	74	0	40	5	1	5	49	78	87	6	147	29	0	1	9	7	3	4	60	6	0	0	0	0	0	0	0	0	147	30	3	6	12	1	28	8	61	118	79	14	20	11	147	40	2	15	15	1	5	40	89	7	0	0	0	0	0	5	0	0	67	10	0	0	147	32	7	1	26	27	2	2	147	86	98	2	0	3	0	0	96	147	36	0	0	0	0	0	1	29	0	0	0	0	0	0	110	14	0	0	0	0	0	0	105	19	0	0	0	0	0	0	35	28	0	0	0	0	0	0	1	5	
0	27	119	0	0	0	0	0	0	27	113	0	0	0	0	0	1	35	36	0	0	0	0	0	1	5	0	0	0	0	0	0	10	54	145	1	0	6	28	27	8	87	145	5	4	31	20	1	115	145	85	0	1	2	0	2	37	23	0	0	0	0	0	0	65	3	3	1	8	18	55	107	35	11	14	9	117	107	40	12	145	37	5	1	19	11	1	45	76	3	0	0	0	0	0	9	15	0	0	4	25	3	17	42	45	0	0	32	145	3	0	9	145	0	0	3	17	0	0	53	41	0	0	0	0	0	0	8	
26	21	76	54	18	0	0	0	0	64	138	13	3	0	7	4	0	91	138	0	0	1	10	1	0	60	138	0	0	0	1	0	27	4	5	57	75	0	0	5	78	11	25	9	8	2	76	99	10	23	51	0	0	51	138	30	0	27	83	0	0	64	138	0	42	4	3	61	64	0	0	3	138	25	1	3	2	0	9	36	80	23	1	0	0	20	79	18	0	1	1	1	0	54	106	0	52	3	6	43	9	1	0	5	138	3	0	0	0	0	0	52	58	14	5	0	0	0	0	13	0	12	7	0	0	1	2	0	
