5	1	0	0	109	22	0	1	123	13	0	0	1	1	0	1	162	26	0	0	0	0	0	0	24	2	0	0	0	0	0	1	4	1	0	0	162	17	0	2	133	11	0	0	3	1	0	5	162	26	0	0	0	0	0	3	40	4	0	0	0	0	0	0	5	0	0	1	162	8	0	1	131	4	0	0	5	1	0	6	162	8	0	0	0	0	0	10	42	2	0	0	0	0	0	1	4	0	0	6	156	1	0	1	101	2	0	0	4	0	0	9	162	4	0	0	0	0	0	18	33	1	0	0	0	0	0	2	
2	35	119	8	1	1	13	2	4	118	112	0	0	13	23	2	5	119	41	0	0	7	4	0	2	30	2	0	0	0	0	0	14	68	86	44	26	21	6	6	119	119	21	6	11	38	27	24	47	119	5	4	44	64	11	7	17	52	2	0	0	0	0	3	15	5	22	33	12	30	119	82	119	25	15	24	10	2	30	119	27	6	7	37	46	9	20	119	8	3	0	0	0	0	5	42	1	0	0	0	0	17	119	27	4	3	5	3	0	0	119	96	0	0	2	3	0	0	53	119	0	0	0	0	0	0	4	17	
5	1	0	0	80	13	0	1	142	15	0	0	0	0	0	1	165	30	0	0	0	0	0	0	22	7	0	0	0	0	0	0	6	1	0	0	131	11	0	0	162	15	0	0	1	0	0	0	165	28	0	0	0	0	0	0	39	4	0	0	0	0	0	2	6	0	0	0	150	12	0	0	150	7	0	0	2	0	0	1	165	11	0	0	0	0	0	2	44	1	0	0	0	0	0	4	4	0	0	1	132	4	0	1	114	1	0	0	2	0	0	2	165	7	0	0	0	0	0	3	37	3	0	0	0	0	0	0	
19	0	0	10	161	0	0	1	161	0	0	0	4	0	0	19	107	8	0	0	0	0	0	7	8	9	0	0	0	0	0	0	28	1	0	2	161	2	0	1	161	1	0	0	5	0	0	10	116	9	0	0	1	2	0	5	7	24	0	0	0	0	0	0	27	1	0	1	161	9	0	1	161	3	0	0	5	1	0	4	122	2	0	0	6	8	1	3	4	15	0	0	3	4	0	0	17	2	0	1	161	12	0	0	161	18	0	1	6	1	0	1	103	8	0	0	5	4	0	0	1	2	0	0	4	7	0	0	
0	4	68	39	10	10	46	3	2	71	92	3	0	15	48	1	7	91	40	0	0	53	39	1	9	111	17	0	1	21	4	0	0	6	102	39	22	48	32	0	34	98	75	36	34	39	21	12	111	111	6	3	10	43	15	26	37	47	0	4	52	70	5	3	0	4	63	11	6	100	94	2	23	5	37	28	9	9	111	111	111	10	28	36	7	1	15	111	20	2	7	53	48	7	7	57	0	1	4	1	1	41	97	1	1	3	16	1	0	8	111	30	2	2	28	15	0	0	92	62	1	0	3	9	1	0	41	93	
89	2	0	0	4	0	0	2	205	12	0	0	0	0	0	6	101	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	111	6	0	1	6	0	0	1	205	13	0	0	0	0	0	7	134	4	0	0	0	0	0	3	3	1	0	0	0	0	0	0	110	3	0	0	6	0	0	4	205	9	0	0	0	0	0	20	129	2	0	0	0	0	0	5	4	1	0	0	0	0	0	0	84	1	0	0	4	0	0	10	205	1	0	0	0	0	0	27	91	0	0	0	0	0	0	6	3	1	0	0	0	0	0	1	
5	0	0	3	61	7	0	1	149	5	0	0	0	0	0	6	174	17	0	0	0	0	0	6	38	3	0	0	0	0	0	0	9	1	0	3	86	4	0	0	174	5	0	0	0	0	0	3	174	13	0	0	0	0	0	6	50	4	0	0	0	0	0	0	9	2	0	5	94	2	0	0	174	7	0	0	0	0	0	2	174	8	0	0	0	0	0	8	52	2	0	0	0	0	0	1	9	0	0	2	76	3	0	1	149	3	0	0	0	0	0	5	174	4	0	0	0	0	0	15	38	1	0	0	0	0	0	2	
0	0	0	4	115	2	0	0	72	1	0	1	10	1	0	4	144	3	0	2	27	0	0	13	15	0	0	18	144	0	0	1	0	0	0	4	141	2	0	0	93	3	0	0	11	1	0	5	144	13	0	1	38	2	0	11	18	1	0	5	144	12	0	1	0	0	0	7	132	2	0	0	90	5	0	1	8	1	0	6	144	12	0	1	34	1	0	17	18	1	0	6	144	6	0	1	0	0	0	3	108	5	0	0	65	9	1	1	6	1	0	0	144	20	0	1	25	2	0	2	16	2	0	2	144	12	0	0	
0	0	0	1	0	0	0	0	0	3	72	65	0	0	0	0	19	14	45	37	0	0	0	3	6	0	0	0	0	0	0	2	0	0	1	23	49	2	0	0	18	32	137	137	117	15	7	14	137	125	89	37	3	2	4	58	93	7	0	0	0	0	0	9	0	0	0	13	130	11	1	0	12	4	3	32	137	81	133	137	137	12	2	2	2	5	80	137	25	2	0	0	0	0	0	5	0	0	0	0	3	1	0	0	0	0	0	0	4	5	47	74	0	0	0	0	0	0	32	55	0	0	0	0	0	0	0	0	
0	0	0	6	13	0	0	0	4	46	19	20	20	0	0	0	6	95	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	55	78	2	0	0	18	115	107	148	148	22	3	4	148	148	74	10	2	3	2	13	12	8	0	0	0	0	0	1	0	0	0	7	36	25	1	0	26	12	7	30	136	148	60	35	148	42	4	3	3	30	40	148	51	1	0	0	0	0	0	20	0	0	0	0	0	7	1	0	2	0	0	0	5	122	20	5	55	0	0	0	1	17	13	31	11	0	0	0	0	0	0	3	
10	1	1	91	79	0	0	1	121	3	1	22	17	0	0	16	53	13	5	33	121	0	0	5	83	67	5	8	21	1	0	0	18	1	0	24	121	9	0	1	121	18	3	8	21	1	0	15	54	8	4	44	121	0	0	5	121	13	0	5	30	0	0	14	9	3	0	0	121	85	0	0	63	78	43	11	13	18	2	1	27	20	52	76	50	0	2	38	121	0	0	6	14	0	0	94	9	4	0	0	29	121	11	0	0	6	8	0	4	85	100	12	7	2	9	3	0	1	73	121	21	0	0	14	15	0	5	95	
12	0	5	101	27	0	0	7	0	2	74	122	9	1	10	3	4	103	89	8	0	5	8	0	22	122	9	0	12	9	0	0	13	0	0	80	122	0	0	4	54	1	1	31	28	20	55	71	12	23	2	0	56	86	44	11	108	101	0	0	9	4	0	0	24	2	0	6	122	27	0	1	122	14	0	1	45	15	4	19	29	3	0	0	122	48	3	5	122	14	0	0	25	4	0	15	16	4	0	0	79	78	2	1	122	10	0	0	30	34	6	13	34	3	0	0	122	23	1	8	88	0	0	0	21	5	1	68	
0	0	0	1	62	0	0	0	85	1	0	0	4	0	0	5	158	1	0	0	17	0	0	19	16	0	0	2	158	1	0	2	0	0	0	4	72	1	0	0	111	5	0	1	4	1	0	3	158	11	0	0	25	0	0	5	20	1	0	2	158	0	0	0	0	0	0	2	72	3	0	0	113	2	1	1	3	1	0	4	158	4	0	0	24	0	0	8	20	0	0	1	158	3	0	0	0	0	0	0	57	5	0	0	88	3	0	0	4	1	0	0	158	13	0	1	17	0	0	0	16	1	0	1	158	2	0	0	
13	2	0	0	42	5	0	0	172	12	0	0	0	0	0	2	172	13	0	0	0	0	0	7	24	1	0	0	0	0	0	2	12	2	0	1	74	5	0	0	172	25	0	0	0	0	0	2	172	34	0	0	0	0	0	6	34	2	0	0	0	0	0	1	10	1	0	2	78	1	0	1	172	5	0	0	0	0	0	13	172	4	0	0	0	0	0	30	31	1	0	0	0	0	0	3	9	1	0	2	62	1	0	0	172	2	0	0	0	0	0	5	172	0	0	0	0	0	0	12	21	0	0	0	0	0	0	1	
14	1	0	21	157	1	0	0	157	5	0	2	14	0	0	7	110	2	0	0	0	0	0	4	2	1	0	0	0	0	0	0	18	0	0	7	157	10	0	1	157	4	0	1	15	0	0	14	137	2	0	0	0	0	0	6	3	0	0	0	0	0	0	1	19	1	0	10	157	5	0	0	157	20	0	1	14	0	0	4	136	5	0	0	0	0	0	3	1	1	0	0	0	0	0	1	12	1	0	1	157	12	0	0	157	12	0	0	14	1	0	1	110	8	0	0	0	0	0	1	1	2	2	0	0	0	0	0	
79	2	0	0	1	0	0	3	193	18	0	0	0	0	0	4	118	7	0	0	0	0	0	1	3	0	0	0	0	0	0	0	99	1	0	0	1	0	0	8	193	16	0	0	0	0	0	21	161	7	0	0	0	0	0	7	2	0	0	0	0	0	0	1	104	2	0	0	1	0	0	5	193	9	0	0	0	0	0	23	155	4	0	0	0	0	0	9	3	0	0	0	0	0	0	0	90	2	0	0	1	0	0	4	193	4	0	0	0	0	0	33	102	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	
10	1	0	0	37	1	0	0	174	6	0	0	0	0	0	2	175	16	0	0	0	0	0	2	33	2	0	0	0	0	0	1	15	0	0	3	49	1	0	1	175	4	0	0	0	0	0	8	175	22	0	0	0	0	0	6	47	2	0	0	0	0	0	2	17	0	0	1	46	1	0	4	175	2	0	0	0	0	0	16	175	7	0	0	0	0	0	24	49	2	0	0	0	0	0	3	15	1	0	1	36	1	0	1	174	2	0	0	0	0	0	9	175	4	0	0	0	0	0	24	34	1	0	0	0	0	0	4	
47	3	0	2	159	4	0	1	160	6	0	0	23	1	0	2	98	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60	1	0	4	160	2	0	3	160	0	0	1	29	1	0	11	123	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	55	0	0	7	160	2	0	8	160	0	0	1	26	0	0	17	116	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	42	0	0	15	160	0	0	5	160	0	0	2	15	0	0	23	78	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	
6	0	4	4	0	0	0	148	4	1	10	12	0	0	0	148	2	14	16	4	0	0	0	14	0	2	1	2	0	0	1	1	4	0	0	42	2	0	0	148	12	17	49	148	4	0	0	19	114	92	55	37	0	0	0	1	13	6	2	5	1	0	0	0	0	0	0	148	11	0	0	17	76	10	13	148	7	0	0	11	148	18	7	12	0	0	0	35	22	1	0	4	3	0	0	2	1	0	0	148	8	0	0	1	95	0	1	38	1	0	0	68	148	0	0	0	0	0	0	89	6	0	0	14	9	0	0	2	
0	0	0	0	121	119	0	0	95	8	0	0	26	44	0	1	142	25	0	0	6	0	0	0	14	2	0	0	142	13	0	0	0	0	0	0	55	142	0	0	73	4	0	0	34	142	12	9	142	21	0	0	5	12	7	16	24	2	0	0	142	14	0	0	3	2	0	0	3	33	1	0	11	0	0	0	4	142	53	14	114	2	0	0	3	36	60	80	16	0	0	0	142	13	0	5	11	13	0	0	0	0	0	0	4	1	0	0	0	9	11	3	1	0	0	0	2	4	18	12	0	0	0	0	131	10	0	1	
0	1	59	27	0	0	0	0	4	26	75	13	0	0	0	0	9	17	9	0	0	0	0	0	2	1	0	0	0	0	0	0	10	26	146	136	0	0	0	0	146	146	137	15	0	0	0	2	101	24	2	0	0	0	0	2	4	1	0	0	0	0	0	1	84	20	85	46	0	0	0	32	146	34	11	1	0	0	0	105	116	1	0	0	0	0	0	24	1	0	0	0	0	0	1	3	103	0	1	0	0	0	0	132	146	0	0	0	0	0	0	146	30	0	0	0	0	0	0	26	1	0	1	2	0	0	0	1	
0	5	118	35	0	0	0	0	0	22	118	41	6	1	2	0	14	118	115	8	1	1	4	1	12	48	5	0	0	0	0	0	18	34	118	32	0	0	3	48	35	25	50	33	11	9	53	83	90	72	15	19	27	36	70	22	118	44	0	0	1	1	0	12	48	34	21	5	1	4	34	83	109	35	19	49	8	2	12	68	99	6	8	93	37	10	20	87	118	1	0	1	0	0	1	65	4	2	6	9	1	10	86	49	10	2	11	24	1	0	62	118	12	0	1	11	2	0	65	118	20	0	0	0	0	0	6	54	
0	0	0	70	78	0	0	0	17	1	0	95	95	10	2	16	3	0	8	69	74	36	24	13	47	29	21	21	38	25	12	23	5	1	0	70	114	30	0	1	112	13	4	42	72	44	8	28	12	3	3	29	114	99	34	20	18	0	0	9	48	13	53	114	2	0	0	1	100	114	1	0	44	32	30	30	59	114	17	3	40	14	32	80	36	15	40	51	27	2	0	0	3	2	35	114	0	0	0	0	10	26	0	0	0	0	2	3	11	114	80	1	7	1	2	4	1	24	114	79	4	0	0	0	0	0	47	105	
14	36	29	4	43	17	0	3	8	18	47	42	21	1	3	27	139	10	1	11	10	0	4	141	97	4	0	0	0	0	0	40	13	6	11	3	115	44	1	8	117	8	17	3	3	2	10	141	49	0	0	1	0	0	27	141	19	0	0	0	0	0	1	42	34	5	0	0	141	43	0	3	141	39	0	0	10	3	0	37	135	16	0	0	0	0	2	36	2	0	0	0	0	0	0	4	29	6	0	0	133	24	0	0	141	36	0	0	17	3	0	0	141	19	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
6	25	20	6	31	35	6	2	146	143	7	1	7	4	0	7	86	39	0	0	0	0	0	3	1	1	0	0	0	0	0	0	16	10	35	62	27	11	1	1	146	51	3	10	7	2	0	40	129	40	1	0	0	0	0	19	2	3	0	0	0	0	0	0	11	9	12	16	3	110	29	1	105	146	7	2	0	21	6	2	24	146	24	0	0	0	0	1	1	73	4	0	0	0	0	0	0	54	14	0	0	103	26	0	1	47	4	0	0	146	25	0	0	146	15	0	0	32	3	0	1	146	5	0	0	0	0	0	
1	69	36	1	8	68	2	1	14	73	123	4	4	11	2	3	67	123	74	4	3	0	0	4	42	35	1	0	0	0	0	1	1	13	2	0	16	123	2	1	26	14	23	15	33	70	3	5	123	41	14	10	6	5	0	74	96	11	0	0	0	0	0	27	0	4	0	0	44	123	0	0	15	13	1	1	53	123	1	1	123	123	1	0	17	42	1	14	80	81	0	0	0	0	0	4	0	0	0	0	29	59	0	0	2	7	0	0	73	117	0	0	60	76	0	0	43	52	0	0	116	122	0	0	2	2	0	0	
0	0	0	4	11	0	0	0	4	0	0	56	126	0	0	1	79	0	0	20	84	1	0	20	122	0	0	0	4	1	0	31	0	0	7	87	18	0	0	0	14	1	13	126	126	1	1	1	126	3	1	25	53	1	0	9	126	0	0	0	4	0	0	15	0	0	4	104	126	26	1	1	13	1	10	126	53	32	24	14	126	8	1	10	11	10	9	14	126	12	0	0	4	1	0	2	0	0	0	1	56	105	7	0	5	2	1	10	38	126	23	4	86	20	2	6	18	29	1	2	116	34	0	0	4	3	0	0	
5	52	140	22	1	4	9	15	2	140	56	0	0	4	4	1	1	79	2	0	0	0	0	0	0	2	0	0	0	0	0	0	64	12	11	5	15	48	38	92	17	140	17	3	64	96	15	5	126	140	8	1	4	2	0	5	21	10	0	0	0	0	0	1	97	67	46	13	17	11	2	16	52	35	16	8	140	73	2	8	140	24	1	0	19	10	1	25	43	1	0	0	0	0	0	3	79	54	27	46	26	0	0	6	95	42	6	10	93	4	0	7	140	3	0	1	21	1	0	19	32	0	0	0	0	0	0	2	
