33.570522	135.048218	
49.842892	93.450050	
50.357975	145.313751	
52.739437	128.447113	
81.659256	88.724869	
84.134048	158.920349	
87.142998	156.949341	
89.919388	151.551514	
104.507973	83.761353	
104.507973	83.761353	
106.394272	92.990578	
106.394272	92.990578	
112.903778	153.033508	
133.909836	158.357788	
134.083511	141.340530	
142.349609	159.622711	
143.819748	157.001404	
147.419128	27.501717	
149.763702	105.051910	
149.763702	105.051910	
157.934784	103.701096	
175.068497	104.989983	
175.068497	104.989983	
178.207977	150.293167	
178.207977	150.293167	
179.042114	143.324203	
179.042114	143.324203	
185.082870	139.446213	
188.647873	141.491974	
188.647873	141.491974	
189.113663	149.445007	
193.022141	68.991325	
194.127350	113.465919	
194.231979	133.843750	
194.811707	137.927124	
196.348358	110.552689	
198.805664	133.462875	
199.265106	137.175827	
199.265106	137.175827	
201.763992	87.464088	
202.371536	75.300545	
207.515610	77.632790	
211.358673	119.351006	
33.570522	135.048218	
49.842892	93.450050	
50.357975	145.313751	
52.739437	128.447113	
81.659256	88.724869	
84.134048	158.920349	
87.142998	156.949341	
89.919388	151.551514	
104.507973	83.761353	
104.507973	83.761353	
106.394272	92.990578	
106.394272	92.990578	
112.903778	153.033508	
133.909836	158.357788	
134.083511	141.340530	
142.349609	159.622711	
143.819748	157.001404	
147.419128	27.501717	
149.763702	105.051910	
149.763702	105.051910	
157.934784	103.701096	
175.068497	104.989983	
175.068497	104.989983	
178.207977	150.293167	
178.207977	150.293167	
179.042114	143.324203	
179.042114	143.324203	
185.082870	139.446213	
188.647873	141.491974	
188.647873	141.491974	
189.113663	149.445007	
193.022141	68.991325	
194.127350	113.465919	
194.231979	133.843750	
194.811707	137.927124	
196.348358	110.552689	
198.805664	133.462875	
199.265106	137.175827	
199.265106	137.175827	
201.763992	87.464088	
202.371536	75.300545	
207.515610	77.632790	
211.358673	119.351006	
